item,item_label,shared_class,shared_label
Q2826039,Jehovah's Witnesses' handling of child sex abuse,Q132781,torture
Q42843607,Mohammed VI,Q26540,artificial satellite
Q264259,economic rent,Q26911,economic profit
Q12230894,Anglican Communion sexual abuse cases,Q26553,child sexual abuse
Q20827301,Zores section,Q26709,hollow structural section
Q108633576,,Q27318,test
Q10679875,,Q27686,hotel
Q132798125,Iberostar Selection La Habana,Q27686,hotel
Q513847,diamond,Q27905,suit
Q16324533,Martian lava tube,Q27919,lava tube
Q136593607,Piano education,Q27908,music education
Q7003418,linked list,Q6554356,linked data structure
Q7003418,linked list,Q27948,list
Q277569,freedom of thought,Q29556,civil liberties
Q688503,freedom of association,Q29556,civil liberties
Q28662975,,Q29553,sanctuary
Q1639182,Hutanger,Q30121,pasture
Q6797654,Mayor of Antananarivo,Q30185,mayor
Q13436054,interim mayor,Q30185,mayor
Q17050957,"Mayor of Hastings, New Zealand",Q30185,mayor
Q460387,scrum,Q30232,agile software development
Q137788686,food industry advertising slogan,Q30515,slogan
Q25918088,research notebook,Q30849,blog
Q1550793,Grundy NewBrain,Q32738,microcomputer
Q946790,chashitsu,Q32880,architectural style
Q3282723,reconstruction-period architecture,Q32880,architectural style
Q131620441,,Q32880,architectural style
Q2669169,Kristang,Q33289,creole
Q3537122,Sri Lankan Portuguese Creole,Q33289,creole
Q4904029,Bidau Creole Portuguese,Q33289,creole
Q5211943,Daman and Diu Portuguese Creole,Q33289,creole
Q14623791,Cannanore Indo-Portuguese creole,Q33289,creole
Q113411573,Kerestursky dialect,Q33384,dialect
Q62266962,,Q33487,homophobia
Q110543384,INA War Museum,Q33506,museum
Q136421027,,Q33506,museum
Q56404312,,Q31207,health care
Q132147335,,Q31207,health care
Q2624320,United States national laboratory,Q31855,research institute
Q15927961,,Q31728,public administration
Q15927961,,Q8319265,government department
Q15927961,,Q327333,government agency
Q50825057,institute of cartography,Q31855,research institute
Q122929274,research institute of international relations,Q31855,research institute
Q480454,removal from office,Q32098,sanction
Q3950141,administrative sanction,Q32098,sanction
Q3777040,Andalusian people,Q33829,human population
Q3634310,bank barrow,Q34023,tumulus
Q126170593,Fula Falls Nimule,Q34038,waterfall
Q1660564,bell metal,Q34095,bronze
Q3006043,Bresse butter,Q34172,butter
Q781421,political theology,Q34178,theology
Q86912795,lowing,Q34379,musical instrument
Q134609987,Sakara Drum,Q34379,musical instrument
Q138713719,,Q34379,musical instrument
Q1259617,Voivodeship road,Q34442,road
Q56276334,Moroccan black soap,Q34396,soap
Q7191186,road in Hong Kong,Q34442,road
Q11506120,road in Japan,Q34442,road
Q11578890,,Q34442,road
Q11592384,nicknames of the streets in Fukuoka City,Q34442,road
Q11612569,port road (Japan),Q34442,road
Q20454372,Negeri Sembilan State Road System,Q34442,road
Q120907319,,Q34442,road
Q762486,Dhruv,Q34486,helicopter
Q136545721,Customs-free roads,Q34442,road
Q4084944,Berkut,Q34486,helicopter
Q33765,Nicaraguan Sign Language,Q34228,sign language
Q35754,International Sign,Q34228,sign language
Q31887294,SRJ 5–6,Q34336,diesel locomotive
Q7319034,reward website,Q35127,website
Q65063687,meWATCH,Q63241860,streaming service
Q65063687,meWATCH,Q35127,website
Q73389449,Intergaelic,Q35127,website
Q11824888,French window,Q35473,window
Q115346882,broken window,Q35473,window
Q626632,auxiliary police,Q35535,police
Q1058330,militsiya,Q35535,police
Q1335457,emergency service unit,Q814610,emergency service
Q1335457,emergency service unit,Q35535,police
Q2101520,Political police (Germany),Q35535,police
Q2301107,,Q35535,police
Q3394130,General Directorate of National Security,Q35535,police
Q108047567,State Police Office,Q35535,police
Q12836422,Parliament of the Azerbaijan Democratic Republic,Q35749,parliament
Q3271068,Monarch-in-Council,Q35798,executive branch
Q6797680,Mayor of Bălți,Q35798,executive branch
Q53930913,Municipal Prefecture of Porto Alegre,Q3640798,municipal prefecture
Q53930913,Municipal Prefecture of Porto Alegre,Q35798,executive branch
Q53930914,municipal prefecture of Goiânia,Q3640798,municipal prefecture
Q53930914,municipal prefecture of Goiânia,Q35798,executive branch
Q55147370,Council of Ministers of Andhra Pradesh,Q35798,executive branch
Q56450076,municipal prefecture of Guaruja,Q6501447,local government
Q56450076,municipal prefecture of Guaruja,Q35798,executive branch
Q114186325,Regency-level government in Indonesia,Q35798,executive branch
Q111474087,Baptisms of Spanish royalty,Q35856,baptism
Q117747909,Blue Jay (Cyanocitta cristata) Video with sounds of squirrels,Q34508,video recording
Q1473289,Middle French,Q34770,language
Q7426562,Satu Suro,Q34812,New Year
Q3442008,Roquio,Q35872,boat
Q3534474,Chundan Vallam,Q35872,boat
Q1116205,Jewish humour,Q35874,humour
Q3322476,thematic vowel,Q36244,vowel
Q32492,comparative politics,Q36442,political science
Q98987800,YouTube auto-generated game page,Q36774,web page
Q2115,XML,Q37045,markup language
Q5310,LaTeX,Q37045,markup language
Q8811,HTML,Q37045,markup language
Q1691212,XML Binding Language,Q37045,markup language
Q4382744,Newton line,Q37105,line
Q136564083,Λιανολιά,Q37083,Olea europaea
Q7234027,Postal codes in Japan,Q37447,postal code
Q105560331,Windsor glasses,Q37501,glasses
Q18141503,Yangnyeongsi,Q37654,market
Q1114493,Roman army,Q37726,army
Q5309708,drylands,Q37813,ecosystem
Q38920,livestock guardian dog,Q38390,shepherd dog
Q7228510,poodle crossbreed,Q38547,dog crossbreed
Q3551872,Universités nouvelles,Q38723,higher education institution
Q61612084,Higher education and research cluster,Q38723,higher education institution
Q110428834,applied sciences academy,Q38723,higher education institution
Q38884,New Guinea singing dog,Q39367,dog breed
Q913187,Kirovets K-700,Q39495,tractor
Q1150400,two-wheel tractor,Q39495,tractor
Q57208185,ceremonial axe,Q39397,axe
Q56298442,,Q39495,tractor
Q60983350,letter holder,Q39546,physical tool
Q846659,Jewish cemetery,Q39614,cemetery
Q117227722,urupā,Q39614,cemetery
Q12409404,Census of Israel,Q39825,census
Q15854286,census in Sierra Leone,Q39825,census
Q25383554,Population census of Morocco,Q39825,census
Q7835443,transverse metatarsal ligament,Q39888,ligament
Q121007609,intersesamoid ligament,Q39888,ligament
Q1609390,yogurt drink,Q40050,drink
Q2754255,Perú Cola,Q40050,drink
Q2858288,api,Q40050,drink
Q3600566,ACE Drink,Q40050,drink
Q5158944,Concordia,Q40050,drink
Q6426956,Kola Inglesa,Q40050,drink
Q6445113,kunu,Q40050,drink
Q7259570,Pulp,Q40050,drink
Q7937441,Viva,Q40050,drink
Q12493475,lahang,Q40050,drink
Q13098659,Pisang ijo,Q40050,drink
Q16242929,ENTIDAD,Q40050,drink
Q16828063,Amita,Q40050,drink
Q19749224,wedang tahu,Q40050,drink
Q26905442,Orijin,Q40050,drink
Q55607810,club soda,Q40050,drink
Q135272410,Keanita,Q40050,drink
Q2869556,Standalone program,Q40056,computer program
Q7544035,smart contract,Q40056,computer program
Q11941943,Platges de Badalona,Q40080,beach
Q21483913,Soyuz MS,Q40218,spacecraft
Q1076906,sunflower seed,Q40763,seed
Q6830151,cannabis seed,Q40763,seed
Q847796,laser surgery,Q40821,surgery
Q111594414,Kendō Kata,Q40795,kata
Q612908,Greek cross,Q212074,dodecagon
Q612908,Greek cross,Q40843,cross
Q13100174,Nordic cross,Q40843,cross
Q234869,salah,Q40953,prayer
Q959569,Postcommunion,Q40953,prayer
Q5354672,elections in El Salvador,Q40231,public election
Q24910722,"North Dakota elections, 2012",Q40231,public election
Q110115312,,Q40231,public election
Q1263072,Dublin Marathon,Q40244,marathon
Q3287504,Marathon du beaujolais,Q40244,marathon
Q16970842,Melbourne Marathon,Q40244,marathon
Q18405099,Moscow Marathon,Q40244,marathon
Q60851124,Kazan Marathon,Q40244,marathon
Q67102580,Ufa International Marathon,Q40244,marathon
Q67105178,Samara International Marathon,Q40244,marathon
Q67107586,Chelyabinsk Marathon,Q40244,marathon
Q32838,mesenchyme,Q40397,tissue
Q546523,bone marrow,Q40397,tissue
Q130516489,prisons in Greenland,Q40357,prison
Q131290639,jail,Q40357,prison
Q3297373,Napoleon's Death Mask,Q40555,death mask
Q130758669,,Q41207,coin
Q2369792,sust,Q41176,building
Q2449339,Bewaarschool,Q41176,building
Q5221946,dar al-muwaqqit,Q41176,building
Q11278358,pencil shaped building,Q41176,building
Q20780028,performing place,Q41176,building
Q135907108,,Q41176,building
Q137157008,Hudaibiya Islamic school,Q41176,building
Q137375458,buildings damaged by the 1999 Jiji earthquake,Q41176,building
Q220354,Hercules ten franc coin,Q41207,coin
Q705080,Stuiver,Q41207,coin
Q724784,Klippe,Q41207,coin
Q1201698,Duit,Q41207,coin
Q1478737,business strike,Q41207,coin
Q1738392,Celtic coinage,Q41207,coin
Q2944298,,Q41207,coin
Q2944302,,Q41207,coin
Q2944304,,Q41207,coin
Q2944309,,Q41207,coin
Q2944310,,Q41207,coin
Q2944312,,Q41207,coin
Q2972873,,Q41207,coin
Q3024951,two francs Universal Declaration of Human Rights,Q41207,coin
Q3024952,two francs Georges Guynemer,Q41207,coin
Q3024954,,Q41207,coin
Q3024955,2 francs Louis Pasteur,Q41207,coin
Q3032569,,Q41207,coin
Q3032570,10 francs Léon Gambetta,Q41207,coin
Q3032576,10 francs Victor Hugo,Q41207,coin
Q3032577,,Q41207,coin
Q3548622,,Q41207,coin
Q3548623,,Q41207,coin
Q3548626,,Q41207,coin
Q3548627,,Q41207,coin
Q4553821,1804 silver dollar,Q41207,coin
Q7533011,sixpence,Q41207,coin
Q16626354,Ukrainian Archangel Michael coins,Q41207,coin
Q17053248,farthing,Q41207,coin
Q21862903,Fifty poysha (Bangladeshi coin),Q41207,coin
Q27342037,50 sen coin,Q41207,coin
Q28121418,Battle of Antietam half dollar,Q41207,coin
Q42019873,,Q41207,coin
Q56337677,,Q41207,coin
Q134609698,altılık,Q41207,coin
Q106727392,Street cinema,Q41253,movie theater
Q468501,juvenile court,Q41487,court
Q752080,court-martial,Q41487,court
Q1284073,Landesgericht,Q41487,court
Q3409253,presidial court,Q41487,court
Q3625418,Regional Federal Courts,Q41487,court
Q10531620,manorial court,Q41487,court
Q125456334,People's Courts in mainland China,Q41487,court
Q633375,Karo Batak pople,Q41710,ethnic group
Q1464982,ethnic groups in Europe,Q41710,ethnic group
Q26240573,Karon,Q41710,ethnic group
Q26242366,Karera,Q41710,ethnic group
Q26242581,Kasimbar,Q41710,ethnic group
Q1170050,Das Pfennig-Magazin,Q41298,magazine
Q8030890,Women's Feature Service,Q41298,magazine
Q10872112,Social Security Card of the People's Republic of China,Q41349,smart card
Q56313771,,Q41298,magazine
Q126325424,diocesan magazine,Q41298,magazine
Q2763,The Holocaust,Q41397,genocide
Q108323073,Argentinian genocide,Q41397,genocide
Q6132416,sopa Juliana,Q41415,soup
Q7079882,ogbono soup,Q41415,soup
Q7080639,ohaw,Q41415,soup
Q15121455,garlic soup,Q41415,soup
Q17109263,Owo soup,Q41415,soup
Q64490692,Abunuabunu,Q41415,soup
Q120829140,Storceag la cuptor,Q41415,soup
Q125549954,Leg soup,Q41415,soup
Q680060,Pilatus PC-21,Q41426,trainer
Q135407771,curry soup,Q41415,soup
Q5628921,HAL HTT-40,Q41426,trainer
Q4389193,alcohol fuel,Q42501,fuel
Q1760637,star anise,Q42527,spice
Q2370943,bay leaf,Q42527,spice
Q10716334,garlic powder,Q42527,spice
Q20856764,coriander seed,Q42527,spice
Q33873455,anise seed,Q42527,spice
Q65523167,cilantro,Q207123,herb
Q65523167,cilantro,Q42527,spice
Q98815027,epazote leaf,Q207123,herb
Q98815027,epazote leaf,Q42527,spice
Q376887,Huarizo,Q42621,hybrid
Q1720591,deep biosphere,Q42762,biosphere
Q20726249,,Q41867,neumatic notation
Q3421914,cancer research,Q42240,research
Q2918017,agricultural vehicle,Q42889,vehicle
Q110721304,,Q42948,wall
Q136601882,,Q43229,organization
Q25377085,Swedish Gymnastics,Q43450,gymnastics
Q65145463,Sexual abuse of women in the Catholic church,Q43414,sexual abuse
Q65145463,Sexual abuse of women in the Catholic church,Q6492249,religious abuse
Q14116,macOS,Q11368,
Q14116,macOS,Q43627,Mac operating system
Q5200515,Aphrodite's Giant,Q43577,cat breed
Q135246595,,Q43518,oceanography
Q13522376,Classic Mac OS,Q43627,Mac operating system
Q1273881,Tajik passport,Q43812,passport
Q1280546,Italian passport,Q43812,passport
Q1287199,Belarusian passport,Q43812,passport
Q1289445,Ukrainian identity card,Q43812,passport
Q1041630,skyrmion,Q43116,elementary particle
Q811455,builder's risk insurance,Q43183,insurance
Q12046132,service truck,Q43193,truck
Q327245,team,Q43229,organization
Q327245,team,Q1744559,classification in sports
Q627448,joint venture,Q43229,organization
Q2946037,Centre régional des œuvres universitaires et scolaires,Q43229,organization
Q3331019,Mutualité Sociale Agricole,Q43229,organization
Q4163590,Voluntary People's Druzhina,Q43229,organization
Q13031803,Nyasvizh Radziwiłł theatre,Q43229,organization
Q21002685,civil society council,Q43229,organization
Q53369874,,Q43229,organization
Q56218841,,Q43229,organization
Q57924921,butter house,Q43229,organization
Q62069696,transport operator,Q43229,organization
Q109855639,,Q43229,organization
Q124851869,,Q43229,organization
Q128917046,International School Sport Federation Technical Commission,Q43229,organization
Q5891804,homothetic center,Q44946,point
Q49640,cabin boy,Q45199,sailor
Q844123,portland cement,Q45190,cement
Q1486351,Roman cement,Q45190,cement
Q4388339,1918 Ukrainian coup d'état,Q45382,coup d'état
Q16381019,Pingsdorf ware,Q45621,ceramic
Q4258491,Inscription from trees,Q45791,geoglyph
Q2929800,ram,Q44148,male organism
Q93874739,MTU engine,Q44167,engine
Q63472138,cocoliztli epidemic,Q44512,epidemic
Q105957027,coal dump,Q44497,mining
Q125408103,Cоntouring of mineral deposits,Q44497,mining
Q55991186,,Q47433,banknote
Q55995593,,Q47433,banknote
Q56014703,,Q47433,banknote
Q56015143,,Q47433,banknote
Q56016009,,Q47433,banknote
Q4403680,Aswaran,Q47315,cavalry
Q1773011,Norwegian banknote,Q47433,banknote
Q4077366,Banknotes of the Ukrainian hryvnia,Q47433,banknote
Q4159291,,Q47433,banknote
Q4596054,1 yen note,Q47433,banknote
Q4856416,Banknotes of the Lithuanian litas,Q47433,banknote
Q5684486,Hawaii overprint note,Q47433,banknote
Q6022874,Indian 10-rupee note,Q47433,banknote
Q6134165,5000 yen note,Q47433,banknote
Q11371736,200 yen note,Q47433,banknote
Q11372034,5 yen note,Q47433,banknote
Q11372060,50 yen note,Q47433,banknote
Q11372556,500 yen note,Q47433,banknote
Q11421310,,Q47433,banknote
Q11580690,100 yen note,Q47433,banknote
Q24894062,The Royal Bank of Scotland £5 note,Q47433,banknote
Q26790688,5 rubles note,Q47433,banknote
Q30076744,zero euro note,Q47433,banknote
Q34918903,National Park of the United States,Q46169,national park
Q5165313,Continental Ranges,Q46831,mountain range
Q2247456,Baconian method,Q46857,scientific method
Q116939673,National Day of Civic Hacking,Q46855,hackathon
Q116939673,National Day of Civic Hacking,Q63993400,day of action
Q93264513,JAT – Jugoslovenski Aerotransport,Q46970,airline
Q93268964,Belize Airways,Q46970,airline
Q4319062,enlisted person,Q47064,military personnel
Q180760,GNAT,Q47506,compiler
Q7316652,Retargeting,Q47506,compiler
Q136669590,100 hwan banknote (620516),Q47433,banknote
Q3393320,point,Q47574,unit of measurement
Q124946,gardening,Q47728,hobby
Q917912,model building,Q47728,hobby
Q107022968,video gaming,Q47728,hobby
Q3210905,Death,Q47883,playing card
Q63373185,Seafarers' Identity Document,Q2616578,travel document
Q63373185,Seafarers' Identity Document,Q47988,identity document
Q56890971,beekeepers association,Q48204,voluntary association
Q124650919,Academy of Social and Political Research,Q48204,voluntary association
Q889294,Chairman of the State Council,Q48352,head of state
Q3273712,King of Poland,Q48352,head of state
Q574580,anti-nuclear movement,Q49773,social movement
Q844244,language revitalization,Q49773,social movement
Q898144,free-culture movement,Q49773,social movement
Q4612907,LGBTQ movements,Q49773,social movement
Q72206346,solarpunk,Q49773,social movement
Q117230927,right-to-life movement,Q49773,social movement
Q118131533,Jama’atu Al-I’tisam,Q49773,social movement
Q126951407,anti-rights movements,Q49773,social movement
Q127273725,1946 Palestine general strike,Q49775,general strike
Q31726,cease and desist,Q49848,document
Q627374,employment record book,Q49848,document
Q1284677,site plan,Q49848,document
Q1974491,Tomos (Eastern Orthodox Church),Q49848,document
Q2996796,yarlık,Q49848,document
Q4349196,accounting source documents,Q49848,document
Q7877577,Uganda Advanced Certificate of Education,Q4218455,qualification
Q7877577,Uganda Advanced Certificate of Education,Q49848,document
Q96710279,Elna,Q49013,sewing machine
Q99771118,,Q49371,legislation
Q114151658,Kerala Police Act,Q49371,legislation
Q115734900,Antiochene Syriac Maronite Church,Q49376,Eastern Catholic Churches
Q655855,business tourism,Q49389,tourism
Q782762,adventure travel,Q49389,tourism
Q957817,literary tourism,Q49389,tourism
Q1369577,tourism in Nepal,Q49389,tourism
Q2002461,tourism in Vietnam,Q49389,tourism
Q2193580,garden tourism,Q49389,tourism
Q5672291,film tourism,Q49389,tourism
Q12166077,photography tourism,Q49389,tourism
Q662862,holy orders,Q49703,sacrament
Q1073336,Consolamentum,Q49703,sacrament
Q3618602,blason populaire,Q49614,nickname
Q110548223,proposed legislation,Q3918409,proposal
Q110548223,proposed legislation,Q49848,document
Q111650024,Movie Release Notice (mainland-China-specific),Q49848,document
Q6979911,nationwide opinion polling for the 2016 United States presidential election,Q49958,opinion poll
Q7098233,opinion polling for the 2012 Taiwan presidential election,Q49958,opinion poll
Q48739775,opinion polling for the 1992 United Kingdom general election,Q49958,opinion poll
Q136409345,illicit resource extraction,Q50851,black market
Q829768,Kreuzberg Pride,Q51404,Pride parade
Q836738,Cologne Pride,Q51404,Pride parade
Q1255251,EuroPride,Q51404,Pride parade
Q3289718,Toulouse Pride,Q51404,Pride parade
Q4154060,Dyke March,Q51404,Pride parade
Q4816014,Atlanta Black Pride,Q51404,Pride parade
